,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,party,state,industry,sector,senator,ptr_link,disclosure_date
4666,2018-03-05,Self,CAT,Caterpillar Inc.,Stock,Purchase,"$50,001 - $100,000",--,Republican,ND,Construction/Ag Equipment/Trucks,Capital Goods,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/e24c90de-42d0-4069-a9bd-95d9e8fc1aac/,2018-03-13
4667,2018-03-09,Joint,XLNX,"Xilinx, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Semiconductors,Technology,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4668,2018-03-09,Joint,VRTX,Vertex Pharmaceuticals Incorporated,Stock,Sale (Partial),"$1,001 - $15,000",Less than $1000,Democrat,RI,Major Pharmaceuticals,Health Care,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4670,2018-03-09,Joint,TMO,Thermo Fisher Scientific Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Industrial Machinery/Components,Capital Goods,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4671,2018-03-09,Joint,SYK,Stryker Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Medical/Dental Instruments,Health Care,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4675,2018-03-09,Joint,QCOM,QUALCOMM Incorporated,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Radio And Television Broadcasting And Communications Equipment,Technology,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4676,2018-03-09,Joint,ISRG,"Intuitive Surgical, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",Less than $1000,Democrat,RI,Industrial Specialties,Health Care,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4677,2018-03-09,Joint,INTC,Intel Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Semiconductors,Technology,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4678,2018-03-09,Joint,ITW,Illinois Tool Works Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Industrial Machinery/Components,Technology,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4680,2018-03-09,Joint,IQV,IQVIA Holdings Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Biotechnology: Commercial Physical & Biological Resarch,Health Care,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4681,2018-03-09,Joint,HON,Honeywell International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Aerospace,Capital Goods,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4682,2018-03-09,Joint,FDX,FedEx Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Air Freight/Delivery Services,Transportation,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4683,2018-03-09,Joint,DHR,Danaher Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Industrial Machinery/Components,Capital Goods,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4684,2018-03-09,Joint,COST,Costco Wholesale Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Department/Specialty Retail Stores,Consumer Services,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4685,2018-03-09,Joint,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Computer Communications Equipment,Technology,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4686,2018-03-09,Joint,CVS,CVS Health Corporation,Stock,Sale (Partial),"$1,001 - $15,000",Less than $1000,Democrat,RI,Medical/Nursing Services,Health Care,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4687,2018-03-09,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Computer Manufacturing,Technology,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4688,2018-03-09,Joint,ADI,"Analog Devices, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Semiconductors,Technology,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4689,2018-03-09,Joint,AMGN,Amgen Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/63409db6-5b28-43aa-aa0f-d6594a8f15b4/,2018-03-12
4691,2018-02-27,Spouse,STT,State Street Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Major Banks,Finance,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,2018-03-08
4692,2018-02-27,Spouse,MDLZ,"Mondelez International, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Packaged Foods,Consumer Non-Durables,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,2018-03-08
4693,2018-02-27,Spouse,ICE,"Intercontinental Exchange, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Investment Bankers/Brokers/Service,Finance,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,2018-03-08
4694,2018-02-27,Spouse,OXY,Occidental Petroleum Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,WV,Oil & Gas Production,Energy,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,2018-03-08
4695,2018-02-27,Spouse,CERN,Cerner Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Republican,WV,EDP Services,Technology,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,2018-03-08
4696,2018-02-21,Self,BUD,Anheuser-Busch InBev SA/NV,Stock,Purchase,"$1,001 - $15,000",--,Republican,WV,Beverages (Production/Distribution),Consumer Non-Durables,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,2018-03-08
4700,2018-02-15,Joint,NVDA,NVIDIA Corporation,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Semiconductors,Technology,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/de6386d7-7da9-431c-a711-e076a93516f4/,2018-03-07
4701,2018-02-08,Self,C,Citigroup Inc.,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Major Banks,Finance,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/de6386d7-7da9-431c-a711-e076a93516f4/,2018-03-07
4703,2018-03-02,Joint,PODD,Insulet Corporation,Stock,Sale (Partial),"$100,001 - $250,000",--,Democrat,MN,Medical/Dental Instruments,Health Care,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/63d39c23-dc3a-46ac-a187-086b780d8be7/,2018-03-06
4704,2018-02-28,Joint,UHAL,AMERCO,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Rental/Leasing Companies,Consumer Discretionary,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4705,2018-02-28,Joint,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Computer Communications Equipment,Technology,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4706,2018-02-26,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Broadcasting,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4707,2018-02-26,Joint,DISCA,"Discovery Communications, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Television Services,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4708,2018-02-23,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Broadcasting,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4709,2018-02-23,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Oil & Gas Production,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4710,2018-02-23,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Major Pharmaceuticals,Health Care,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4711,2018-02-22,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Discretionary,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4713,2018-02-21,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Oil & Gas Production,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4714,2018-02-20,Joint,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Trucking Freight/Courier Services,Transportation,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4717,2018-02-13,Joint,XOM,Exxon Mobil Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Integrated oil Companies,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4718,2018-02-13,Joint,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Republican,GA,Trucking Freight/Courier Services,Transportation,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4719,2018-02-13,Joint,SU,Suncor Energy Inc.,Stock,Purchase,"$15,001 - $50,000",--,Republican,GA,Integrated oil Companies,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4720,2018-02-12,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Major Banks,Finance,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4721,2018-02-12,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Major Banks,Finance,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4724,2018-02-12,Joint,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Republican,GA,Trucking Freight/Courier Services,Transportation,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4725,2018-02-09,Joint,SUN,Sunoco LP,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Oil Refining/Marketing,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4726,2018-02-09,Joint,SUN,Sunoco LP,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Oil Refining/Marketing,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4727,2018-02-09,Joint,XOM,Exxon Mobil Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Integrated oil Companies,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4728,2018-02-09,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Discretionary,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4729,2018-02-09,Joint,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",--,Republican,GA,Trucking Freight/Courier Services,Transportation,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4730,2018-02-09,Joint,SU,Suncor Energy Inc.,Stock,Purchase,"$15,001 - $50,000",--,Republican,GA,Integrated oil Companies,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4731,2018-02-08,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4732,2018-02-08,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Major Banks,Finance,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4733,2018-02-06,Joint,SHLX,"Shell Midstream Partners, L.P.",Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Natural Gas Distribution,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4734,2018-02-06,Joint,SHLX,"Shell Midstream Partners, L.P.",Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Natural Gas Distribution,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4735,2018-02-06,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Paints/Coatings,Basic Industries,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4736,2018-02-06,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Oil & Gas Production,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4737,2018-02-06,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Oil & Gas Production,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4738,2018-02-06,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Computer peripheral equipment,Technology,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4739,2018-02-06,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Telecommunications Equipment,Basic Industries,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4740,2018-02-06,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Discretionary,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4741,2018-02-06,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Major Banks,Finance,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4742,2018-02-06,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Major Banks,Finance,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4743,2018-02-05,Joint,SHLX,"Shell Midstream Partners, L.P.",Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Natural Gas Distribution,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4744,2018-02-05,Joint,SUN,Sunoco LP,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Oil Refining/Marketing,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4745,2018-02-05,Joint,GLW,Corning Incorporated,Stock,Purchase,"$15,001 - $50,000",--,Republican,GA,Telecommunications Equipment,Basic Industries,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4746,2018-02-05,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Telecommunications Equipment,Basic Industries,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4747,2018-02-05,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Discretionary,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4748,2018-02-05,Joint,URBN,"Urban Outfitters, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Clothing/Shoe/Accessory Stores,Consumer Discretionary,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4750,2018-02-02,Joint,DVN,Devon Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Oil & Gas Production,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/f8548ffc-c648-4462-8884-330ac5db6c21/,2018-03-05
4751,2018-02-20,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",555,Republican,KS,Department/Specialty Retail Stores,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4752,2018-02-20,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",555,Republican,KS,"Computer Software: Programming, Data Processing",Technology,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4753,2018-02-14,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",555,Republican,KS,Department/Specialty Retail Stores,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4754,2018-02-05,Spouse,FB,"Facebook, Inc.",Stock,Sale (Full),"$15,001 - $50,000",555,Republican,KS,"Computer Software: Programming, Data Processing",Technology,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4755,2018-02-05,Spouse,AMZN,"Amazon.com, Inc.",Stock,Sale (Full),"$1,001 - $15,000",555,Republican,KS,Catalog/Specialty Distribution,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4756,2018-02-05,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",555,Republican,KS,"Computer Software: Programming, Data Processing",Technology,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4757,2018-02-05,Spouse,ETY,Eaton Vance Tax-Managed Diversified Equity Income,Stock,Purchase,"$1,001 - $15,000",sep,Republican,KS,Finance Companies,Finance,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4758,2018-02-05,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$50,001 - $100,000",sep,Republican,KS,Consumer Electronics/Video Chains,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4759,2018-02-05,Spouse,BA,The Boeing Company,Stock,Purchase,"$50,001 - $100,000",sep,Republican,KS,Aerospace,Capital Goods,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4760,2018-02-05,Spouse,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",sep,Republican,KS,Major Banks,Finance,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4761,2018-02-05,Spouse,BAC,Bank of America Corporation,Stock,Sale (Full),"$15,001 - $50,000",sep,Republican,KS,Major Banks,Finance,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4763,2018-02-05,Spouse,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$50,001 - $100,000",sep,Republican,KS,Consumer Electronics/Video Chains,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4764,2018-02-05,Spouse,BA,The Boeing Company,Stock,Sale (Full),"$15,001 - $50,000",sep,Republican,KS,Aerospace,Capital Goods,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4765,2018-02-05,Spouse,ETY,Eaton Vance Tax-Managed Diversified Equity Income,Stock,Purchase,"$15,001 - $50,000",R,Republican,KS,Finance Companies,Finance,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
4766,2018-02-05,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",R,Republican,KS,Computer Manufacturing,Technology,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/880caa8f-bd2d-4351-9397-3775e4cc2680/,2018-03-03
